symbol,exp,dte,stk,underlying_price,type,vol,oi,delta,gamma,vega,theta,prem
SPX,2026-03-11,1,2800,6842.4,CALL,1,3,1.0,1.180087053826514e-11,0.0020000030399902474,-0.0,397270.0
SPX,2026-03-11,1,2800,6842.4,PUT,0,19,-1.0,1.180087053826514e-11,0.0020000030399902474,0.0,0.0
SPX,2026-03-11,1,3000,6842.4,CALL,0,0,1.0,1.180087053826514e-11,0.0020000030399902474,-0.0,0.0
SPX,2026-03-11,1,3000,6842.4,PUT,0,49,-1.0,1.180087053826514e-11,0.0020000030399902474,0.0,0.0
SPX,2026-03-11,1,3200,6842.4,CALL,0,0,1.0,1.180087053826514e-11,0.0020000030399902474,-0.0,0.0
SPX,2026-03-11,1,3200,6842.4,PUT,0,0,-1.0,1.180087053826514e-11,0.0020000030399902474,0.0,0.0
SPX,2026-03-11,1,3400,6842.4,CALL,0,0,1.0,1.180087053826514e-11,0.0020000030399902474,-0.0,0.0
SPX,2026-03-11,1,3400,6842.4,PUT,0,62,-1.0,1.180087053826514e-11,0.0020000030399902474,0.0,0.0
SPX,2026-03-11,1,3600,6842.4,CALL,0,0,1.0,1.180087053826514e-11,0.0020000030399902474,-0.0,0.0
SPX,2026-03-11,1,3600,6842.4,PUT,0,79,-1.0,1.180087053826514e-11,0.0020000030399902474,0.0,0.0
SPX,2026-03-11,1,3800,6842.4,CALL,0,0,1.0,1.180087053826514e-11,0.0020000030399902474,-0.0,0.0
SPX,2026-03-11,1,3800,6842.4,PUT,0,285,-1.0,1.180087053826514e-11,0.0020000030399902474,0.0,0.0
SPX,2026-03-11,1,4000,6842.4,CALL,0,0,1.0,1.180087053826514e-11,0.0020000030399902474,-0.0,0.0
SPX,2026-03-11,1,4000,6842.4,PUT,0,2232,-1.0,1.180087053826514e-11,0.0020000030399902474,0.0,0.0
SPX,2026-03-11,1,4200,6842.4,CALL,0,0,1.0,1.180087053826514e-11,0.002000006079980495,-0.0,0.0
SPX,2026-03-11,1,4200,6842.4,PUT,0,5756,-1.0,1.180087053826514e-11,0.002000006079980495,0.0,0.0
SPX,2026-03-11,1,4400,6842.4,CALL,0,0,1.0,1.180087053826514e-11,0.002000006079980495,-0.0,0.0
SPX,2026-03-11,1,4400,6842.4,PUT,0,2298,-1.0,1.180087053826514e-11,0.002000006079980495,0.0,0.0
SPX,2026-03-11,1,4600,6842.4,CALL,4,4,1.0,1.180087053826514e-11,0.002000006079980495,-0.0,869079.9999999999
SPX,2026-03-11,1,4600,6842.4,PUT,0,613,-1.0,1.180087053826514e-11,0.002000006079980495,0.0,0.0
SPX,2026-03-11,1,4800,6842.4,CALL,1,1,1.0,1.180087053826514e-11,0.002000006079980495,-0.0,197245.0
