symbol,exp,dte,stk,underlying_price,type,vol,oi,delta,gamma,vega,theta,prem
SPX,2026-01-05,1,2800,683.17,CALL,153,19,1.0,8.415217005476487e-14,1.9999934408582813e-05,1.2539997956263874e-10,62960264.99999999
SPX,2026-01-05,1,2800,683.17,PUT,10,8,0.0,8.415217005476487e-14,1.9999934408582813e-05,1.2539997956263874e-10,25.0
SPX,2026-01-05,1,3000,683.17,CALL,0,2,1.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,3000,683.17,PUT,1,5,0.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,2.5
SPX,2026-01-05,1,3200,683.17,CALL,0,0,1.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,3200,683.17,PUT,0,1,0.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,3400,683.17,CALL,0,0,1.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,3400,683.17,PUT,2,7,0.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,5.0
SPX,2026-01-05,1,3600,683.17,CALL,0,0,1.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,3600,683.17,PUT,0,4,0.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,3800,683.17,CALL,0,0,1.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,3800,683.17,PUT,0,47,0.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,4000,683.17,CALL,0,0,1.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,4000,683.17,PUT,0,89,0.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,4200,683.17,CALL,0,0,1.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,4200,683.17,PUT,0,2,0.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,4400,683.17,CALL,0,0,1.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,4400,683.17,PUT,0,111,0.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,4600,683.17,CALL,0,4,1.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,4600,683.17,PUT,0,100,0.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,4800,683.17,CALL,1,1,1.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,211360.0
SPX,2026-01-05,1,4800,683.17,PUT,0,2528,0.0,8.415217005476487e-14,1.9999918010728513e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,5000,683.17,CALL,0,4,1.0,8.415217005476487e-14,1.9999909811801367e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,5000,683.17,PUT,0,1445,0.0,8.415217005476487e-14,1.9999909811801367e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,5200,683.17,CALL,0,0,1.0,8.415217005476487e-14,1.9999909811801367e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,5200,683.17,PUT,0,3764,0.0,8.415217005476487e-14,1.9999909811801367e-05,1.2539997956263874e-10,0.0
SPX,2026-01-05,1,5400,683.17,CALL,1,3,1.0,8.415217005476487e-14,1.9999909811801367e-05,1.2539997956263874e-10,151510.0
