symbol,exp,dte,stk,underlying_price,type,vol,oi,delta,gamma,vega,theta,prem
SPX,2026-03-11,1,2800,6842.4,CALL,1,3,0.999999999999958,2.754847958030384e-12,0.002000009120971794,-0.0,395595.0
SPX,2026-03-11,1,2800,6842.4,PUT,0,19,-1.0,2.754847958030384e-12,0.002000009120971794,0.0,0.0
SPX,2026-03-11,1,3000,6842.4,CALL,0,0,0.9999999999999847,1.0038047373716425e-12,0.002000007016132149,-0.0,0.0
SPX,2026-03-11,1,3000,6842.4,PUT,0,49,-1.0,1.0038047373716425e-12,0.002000007016132149,0.0,0.0
SPX,2026-03-11,1,3200,6842.4,CALL,0,0,0.9999999999999979,1.3699455616949068e-13,0.002000007016132149,-0.0,0.0
SPX,2026-03-11,1,3200,6842.4,PUT,0,0,-1.0,1.3699455616949068e-13,0.002000007016132149,0.0,0.0
SPX,2026-03-11,1,3400,6842.4,CALL,0,0,0.999999999999958,2.754847958030384e-12,0.0020000056129057192,-0.0,0.0
SPX,2026-03-11,1,3400,6842.4,PUT,0,62,-1.0,2.754847958030384e-12,0.0020000056129057192,0.0,0.0
SPX,2026-03-11,1,3600,6842.4,CALL,0,0,1.0,-7.47238483287099e-13,0.0020000056129057192,-0.0,0.0
SPX,2026-03-11,1,3600,6842.4,PUT,0,79,-1.0,-7.47238483287099e-13,0.0020000056129057192,0.0,0.0
SPX,2026-03-11,1,3800,6842.4,CALL,0,0,0.9999999999999313,4.505891178689125e-12,0.0020000042096792892,-0.0,0.0
SPX,2026-03-11,1,3800,6842.4,PUT,0,285,-1.0,4.505891178689125e-12,0.0020000042096792892,0.0,0.0
SPX,2026-03-11,1,4000,6842.4,CALL,0,0,0.9999999999999318,-7.603055934932546e-13,0.0020000035080660747,-0.0,0.0
SPX,2026-03-11,1,4000,6842.4,PUT,0,2232,-1.0,-7.603055934932546e-13,0.0020000035080660747,0.0,0.0
SPX,2026-03-11,1,4200,6842.4,CALL,0,0,0.9999999999999357,1.8880377768282324e-12,0.0020000042096792892,-0.0,0.0
SPX,2026-03-11,1,4200,6842.4,PUT,0,5756,-1.0,1.8880377768282324e-12,0.0020000042096792892,0.0,0.0
SPX,2026-03-11,1,4400,6842.4,CALL,0,0,0.9999999999999354,1.9076222564821762e-12,0.00200000140322643,-0.0,0.0
SPX,2026-03-11,1,4400,6842.4,PUT,0,2298,-1.0,1.9076222564821762e-12,0.00200000140322643,0.0,0.0
SPX,2026-03-11,1,4600,6842.4,CALL,4,4,0.9999999999999448,3.621658139232536e-12,0.00200000140322643,-0.0,863540.0000000001
SPX,2026-03-11,1,4600,6842.4,PUT,0,613,-1.0,3.621658139232536e-12,0.00200000140322643,0.0,0.0
SPX,2026-03-11,1,4800,6842.4,CALL,1,1,0.999999999999978,1.4382906386724717e-12,0.002,-0.0,195885.0
SPX,2026-03-11,1,4800,6842.4,PUT,0,3544,-1.0,1.4382906386724717e-12,0.002,0.0,0.0
SPX,2026-03-11,1,5000,6842.4,CALL,0,0,0.9999999999999648,2.3051008198746237e-12,0.0019999989475801777,-0.0,0.0
