symbol,exp,dte,stk,underlying_price,type,vol,oi,delta,gamma,prem
SPY,,1,500,688.01,CALL,35,35,0,0,0.0
SPY,,1,500,688.01,PUT,0,151,0,0,0.0
SPY,,1,505,688.01,CALL,0,0,0,0,0.0
SPY,,1,505,688.01,PUT,0,0,0,0,0.0
SPY,,1,510,688.01,CALL,0,0,0,0,0.0
SPY,,1,510,688.01,PUT,0,100,0,0,0.0
SPY,,1,515,688.01,CALL,0,0,0,0,0.0
SPY,,1,515,688.01,PUT,0,64,0,0,0.0
SPY,,1,520,688.01,CALL,0,0,0,0,0.0
SPY,,1,520,688.01,PUT,0,239,0,0,0.0
SPY,,1,525,688.01,CALL,0,0,0,0,0.0
SPY,,1,525,688.01,PUT,0,0,0,0,0.0
SPY,,1,530,688.01,CALL,0,0,0,0,0.0
SPY,,1,530,688.01,PUT,0,1,0,0,0.0
SPY,,1,535,688.01,CALL,0,0,0,0,0.0
SPY,,1,535,688.01,PUT,0,0,0,0,0.0
SPY,,1,540,688.01,CALL,0,0,0,0,0.0
SPY,,1,540,688.01,PUT,0,3,0,0,0.0
SPY,,1,545,688.01,CALL,0,0,0,0,0.0
SPY,,1,545,688.01,PUT,0,30,0,0,0.0
SPY,,1,550,688.01,CALL,0,0,0,0,0.0
SPY,,1,550,688.01,PUT,0,56,0,0,0.0
SPY,,1,555,688.01,CALL,0,0,0,0,0.0
SPY,,1,555,688.01,PUT,0,50,0,0,0.0
SPY,,1,560,688.01,CALL,0,0,0,0,0.0
SPY,,1,560,688.01,PUT,0,983,0,0,0.0
SPY,,1,565,688.01,CALL,0,0,0,0,0.0
SPY,,1,565,688.01,PUT,0,44,0,0,0.0
SPY,,1,570,688.01,CALL,0,0,0,0,0.0
SPY,,1,570,688.01,PUT,0,53,0,0,0.0
SPY,,1,575,688.01,CALL,0,0,0,0,0.0
SPY,,1,575,688.01,PUT,0,201,0,0,0.0
SPY,,1,580,688.01,CALL,0,0,0,0,0.0
SPY,,1,580,688.01,PUT,0,22,0,0,0.0
SPY,,1,585,688.01,CALL,1,0,0,0,0.0
SPY,,1,585,688.01,PUT,0,1438,0,0,0.0
SPY,,1,590,688.01,CALL,0,0,0,0,0.0
SPY,,1,590,688.01,PUT,0,367,0,0,0.0
SPY,,1,595,688.01,CALL,0,1,0,0,0.0
SPY,,1,595,688.01,PUT,0,159,0,0,0.0
SPY,,1,600,688.01,CALL,46,0,0,0,0.0
SPY,,1,600,688.01,PUT,0,522,0,0,0.0
SPY,,1,605,688.01,CALL,0,1,0,0,0.0
SPY,,1,605,688.01,PUT,0,230,0,0,0.0
SPY,,1,610,688.01,CALL,0,0,0,0,0.0
SPY,,1,610,688.01,PUT,90,483,0,0,0.0
SPY,,1,615,688.01,CALL,20,36,0,0,0.0
SPY,,1,615,688.01,PUT,0,1316,0,0,0.0
SPY,,1,620,688.01,CALL,15,31,0,0,0.0
SPY,,1,620,688.01,PUT,0,1389,0,0,0.0
SPY,,1,625,688.01,CALL,0,1,0,0,0.0
SPY,,1,625,688.01,PUT,1,3229,0,0,0.0
SPY,,1,630,688.01,CALL,21,10,0,0,0.0
SPY,,1,630,688.01,PUT,1,1546,0,0,0.0
SPY,,1,635,688.01,CALL,0,13,0,0,0.0
SPY,,1,635,688.01,PUT,2,664,0,0,0.0
SPY,,1,640,688.01,CALL,6,2,0,0,0.0
SPY,,1,640,688.01,PUT,1,1102,0,0,0.0
SPY,,1,645,688.01,CALL,0,17,0,0,0.0
SPY,,1,645,688.01,PUT,11,3871,0,0,0.0
SPY,,1,650,688.01,CALL,53,44,0,0,0.0
SPY,,1,650,688.01,PUT,12,3486,0,0,0.0
SPY,,1,651,688.01,CALL,4,8,0,0,0.0
SPY,,1,651,688.01,PUT,1,2260,0,0,0.0
SPY,,1,652,688.01,CALL,1,0,0,0,0.0
SPY,,1,652,688.01,PUT,3,910,0,0,0.0
SPY,,1,653,688.01,CALL,0,0,0,0,0.0
SPY,,1,653,688.01,PUT,0,545,0,0,0.0
SPY,,1,654,688.01,CALL,0,0,0,0,0.0
SPY,,1,654,688.01,PUT,0,569,0,0,0.0
SPY,,1,655,688.01,CALL,107,388,0,0,0.0
SPY,,1,655,688.01,PUT,18,2230,0,0,0.0
SPY,,1,656,688.01,CALL,0,1,0,0,0.0
SPY,,1,656,688.01,PUT,106,347,0,0,0.0
SPY,,1,657,688.01,CALL,0,3,0,0,0.0
SPY,,1,657,688.01,PUT,214,588,0,0,0.0
SPY,,1,658,688.01,CALL,0,27,0,0,0.0
SPY,,1,658,688.01,PUT,212,204,0,0,0.0
SPY,,1,659,688.01,CALL,33,71,0,0,0.0
SPY,,1,659,688.01,PUT,945,538,0,0,0.0
SPY,,1,660,688.01,CALL,267,622,0,0,0.0
SPY,,1,660,688.01,PUT,8232,5517,0,0,0.0
SPY,,1,661,688.01,CALL,0,331,0,0,0.0
SPY,,1,661,688.01,PUT,10,742,0,0,0.0
SPY,,1,662,688.01,CALL,27,198,0,0,0.0
SPY,,1,662,688.01,PUT,58,221,0,0,0.0
SPY,,1,663,688.01,CALL,0,42,0,0,0.0
SPY,,1,663,688.01,PUT,2190,143,0,0,0.0
SPY,,1,664,688.01,CALL,0,10,0,0,0.0
SPY,,1,664,688.01,PUT,195,1190,0,0,0.0
SPY,,1,665,688.01,CALL,51,146,0,0,0.0
SPY,,1,665,688.01,PUT,1447,1966,0,0,0.0
SPY,,1,666,688.01,CALL,31,201,0,0,0.0
SPY,,1,666,688.01,PUT,1010,1363,0,0,0.0
SPY,,1,667,688.01,CALL,2,2,0,0,0.0
SPY,,1,667,688.01,PUT,1109,472,0,0,0.0
SPY,,1,668,688.01,CALL,2,3,0,0,0.0
SPY,,1,668,688.01,PUT,622,737,0,0,0.0
SPY,,1,669,688.01,CALL,2,16,0,0,0.0
SPY,,1,669,688.01,PUT,257,952,0,0,0.0
SPY,,1,670,688.01,CALL,21,102,0,0,0.0
SPY,,1,670,688.01,PUT,489,1909,0,0,0.0
SPY,,1,671,688.01,CALL,9,158,0,0,0.0
SPY,,1,671,688.01,PUT,967,985,0,0,0.0
SPY,,1,672,688.01,CALL,24,148,0,0,0.0
SPY,,1,672,688.01,PUT,2813,4551,0,0,0.0
SPY,,1,673,688.01,CALL,6,241,0,0,0.0
SPY,,1,673,688.01,PUT,5668,1607,0,0,0.0
SPY,,1,674,688.01,CALL,93,151,0,0,0.0
SPY,,1,674,688.01,PUT,958,1244,0,0,0.0
SPY,,1,675,688.01,CALL,86,2526,0,0,0.0
SPY,,1,675,688.01,PUT,1098,2015,0,0,0.0
SPY,,1,676,688.01,CALL,13,534,0,0,0.0
SPY,,1,676,688.01,PUT,2383,1223,0,0,0.0
SPY,,1,677,688.01,CALL,78,621,0,0,0.0
SPY,,1,677,688.01,PUT,3595,11471,0,0,0.0
SPY,,1,678,688.01,CALL,323,420,0,0,0.0
SPY,,1,678,688.01,PUT,4843,1676,0,0,0.0
SPY,,1,679,688.01,CALL,230,1927,0,0,0.0
SPY,,1,679,688.01,PUT,3553,12927,0,0,0.0
SPY,,1,680,688.01,CALL,1034,2603,0,0,0.0
SPY,,1,680,688.01,PUT,11671,4265,0,0,0.0
SPY,,1,681,688.01,CALL,633,1358,0,0,0.0
SPY,,1,681,688.01,PUT,37790,2587,0,0,0.0
SPY,,1,682,688.01,CALL,1568,429,0,0,0.0
SPY,,1,682,688.01,PUT,54884,6150,0,0,0.0
SPY,,1,683,688.01,CALL,7024,1708,0,0,0.0
SPY,,1,683,688.01,PUT,67485,2863,0,0,0.0
SPY,,1,684,688.01,CALL,10693,1557,0,0,0.0
SPY,,1,684,688.01,PUT,113985,5268,0,0,0.0
SPY,,1,685,688.01,CALL,30174,4768,0,0,0.0
SPY,,1,685,688.01,PUT,283963,10693,0,0,0.0
