symbol,exp,dte,stk,underlying_price,type,vol,oi,delta,gamma,prem
SPY,,1,500,687.36,CALL,35,35,0,0,0.0
SPY,,1,500,687.36,PUT,0,151,0,0,0.0
SPY,,1,505,687.36,CALL,0,0,0,0,0.0
SPY,,1,505,687.36,PUT,0,0,0,0,0.0
SPY,,1,510,687.36,CALL,0,0,0,0,0.0
SPY,,1,510,687.36,PUT,0,100,0,0,0.0
SPY,,1,515,687.36,CALL,0,0,0,0,0.0
SPY,,1,515,687.36,PUT,0,64,0,0,0.0
SPY,,1,520,687.36,CALL,0,0,0,0,0.0
SPY,,1,520,687.36,PUT,0,239,0,0,0.0
SPY,,1,525,687.36,CALL,0,0,0,0,0.0
SPY,,1,525,687.36,PUT,0,0,0,0,0.0
SPY,,1,530,687.36,CALL,0,0,0,0,0.0
SPY,,1,530,687.36,PUT,0,1,0,0,0.0
SPY,,1,535,687.36,CALL,0,0,0,0,0.0
SPY,,1,535,687.36,PUT,0,0,0,0,0.0
SPY,,1,540,687.36,CALL,0,0,0,0,0.0
SPY,,1,540,687.36,PUT,0,3,0,0,0.0
SPY,,1,545,687.36,CALL,0,0,0,0,0.0
SPY,,1,545,687.36,PUT,0,30,0,0,0.0
SPY,,1,550,687.36,CALL,0,0,0,0,0.0
SPY,,1,550,687.36,PUT,0,56,0,0,0.0
SPY,,1,555,687.36,CALL,0,0,0,0,0.0
SPY,,1,555,687.36,PUT,0,50,0,0,0.0
SPY,,1,560,687.36,CALL,0,0,0,0,0.0
SPY,,1,560,687.36,PUT,0,983,0,0,0.0
SPY,,1,565,687.36,CALL,0,0,0,0,0.0
SPY,,1,565,687.36,PUT,0,44,0,0,0.0
SPY,,1,570,687.36,CALL,0,0,0,0,0.0
SPY,,1,570,687.36,PUT,0,53,0,0,0.0
SPY,,1,575,687.36,CALL,0,0,0,0,0.0
SPY,,1,575,687.36,PUT,0,201,0,0,0.0
SPY,,1,580,687.36,CALL,0,0,0,0,0.0
SPY,,1,580,687.36,PUT,0,22,0,0,0.0
SPY,,1,585,687.36,CALL,0,0,0,0,0.0
SPY,,1,585,687.36,PUT,0,1438,0,0,0.0
SPY,,1,590,687.36,CALL,0,0,0,0,0.0
SPY,,1,590,687.36,PUT,0,367,0,0,0.0
SPY,,1,595,687.36,CALL,0,1,0,0,0.0
SPY,,1,595,687.36,PUT,0,159,0,0,0.0
SPY,,1,600,687.36,CALL,0,0,0,0,0.0
SPY,,1,600,687.36,PUT,0,522,0,0,0.0
SPY,,1,605,687.36,CALL,0,1,0,0,0.0
SPY,,1,605,687.36,PUT,0,230,0,0,0.0
SPY,,1,610,687.36,CALL,0,0,0,0,0.0
SPY,,1,610,687.36,PUT,90,483,0,0,0.0
SPY,,1,615,687.36,CALL,5,36,0,0,0.0
SPY,,1,615,687.36,PUT,0,1316,0,0,0.0
SPY,,1,620,687.36,CALL,14,31,0,0,0.0
SPY,,1,620,687.36,PUT,0,1389,0,0,0.0
SPY,,1,625,687.36,CALL,0,1,0,0,0.0
SPY,,1,625,687.36,PUT,1,3229,0,0,0.0
SPY,,1,630,687.36,CALL,21,10,0,0,0.0
SPY,,1,630,687.36,PUT,1,1546,0,0,0.0
SPY,,1,635,687.36,CALL,0,13,0,0,0.0
SPY,,1,635,687.36,PUT,1,664,0,0,0.0
SPY,,1,640,687.36,CALL,6,2,0,0,0.0
SPY,,1,640,687.36,PUT,1,1102,0,0,0.0
SPY,,1,645,687.36,CALL,0,17,0,0,0.0
SPY,,1,645,687.36,PUT,11,3871,0,0,0.0
SPY,,1,650,687.36,CALL,46,44,0,0,0.0
SPY,,1,650,687.36,PUT,12,3486,0,0,0.0
SPY,,1,651,687.36,CALL,4,8,0,0,0.0
SPY,,1,651,687.36,PUT,0,2260,0,0,0.0
SPY,,1,652,687.36,CALL,0,0,0,0,0.0
SPY,,1,652,687.36,PUT,3,910,0,0,0.0
SPY,,1,653,687.36,CALL,0,0,0,0,0.0
SPY,,1,653,687.36,PUT,0,545,0,0,0.0
SPY,,1,654,687.36,CALL,0,0,0,0,0.0
SPY,,1,654,687.36,PUT,0,569,0,0,0.0
SPY,,1,655,687.36,CALL,107,388,0,0,0.0
SPY,,1,655,687.36,PUT,18,2230,0,0,0.0
SPY,,1,656,687.36,CALL,0,1,0,0,0.0
SPY,,1,656,687.36,PUT,105,347,0,0,0.0
SPY,,1,657,687.36,CALL,0,3,0,0,0.0
SPY,,1,657,687.36,PUT,213,588,0,0,0.0
SPY,,1,658,687.36,CALL,0,27,0,0,0.0
SPY,,1,658,687.36,PUT,212,204,0,0,0.0
SPY,,1,659,687.36,CALL,16,71,0,0,0.0
SPY,,1,659,687.36,PUT,945,538,0,0,0.0
SPY,,1,660,687.36,CALL,252,622,0,0,0.0
SPY,,1,660,687.36,PUT,8226,5517,0,0,0.0
SPY,,1,661,687.36,CALL,0,331,0,0,0.0
SPY,,1,661,687.36,PUT,9,742,0,0,0.0
SPY,,1,662,687.36,CALL,25,198,0,0,0.0
SPY,,1,662,687.36,PUT,48,221,0,0,0.0
SPY,,1,663,687.36,CALL,0,42,0,0,0.0
SPY,,1,663,687.36,PUT,2190,143,0,0,0.0
SPY,,1,664,687.36,CALL,0,10,0,0,0.0
SPY,,1,664,687.36,PUT,185,1190,0,0,0.0
SPY,,1,665,687.36,CALL,29,146,0,0,0.0
SPY,,1,665,687.36,PUT,1443,1966,0,0,0.0
SPY,,1,666,687.36,CALL,1,201,0,0,0.0
SPY,,1,666,687.36,PUT,759,1363,0,0,0.0
SPY,,1,667,687.36,CALL,0,2,0,0,0.0
SPY,,1,667,687.36,PUT,505,472,0,0,0.0
SPY,,1,668,687.36,CALL,0,3,0,0,0.0
SPY,,1,668,687.36,PUT,25,737,0,0,0.0
SPY,,1,669,687.36,CALL,0,16,0,0,0.0
SPY,,1,669,687.36,PUT,194,952,0,0,0.0
SPY,,1,670,687.36,CALL,12,102,0,0,0.0
SPY,,1,670,687.36,PUT,374,1909,0,0,0.0
SPY,,1,671,687.36,CALL,6,158,0,0,0.0
SPY,,1,671,687.36,PUT,119,985,0,0,0.0
SPY,,1,672,687.36,CALL,13,148,0,0,0.0
SPY,,1,672,687.36,PUT,2364,4551,0,0,0.0
SPY,,1,673,687.36,CALL,3,241,0,0,0.0
SPY,,1,673,687.36,PUT,5501,1607,0,0,0.0
SPY,,1,674,687.36,CALL,81,151,0,0,0.0
SPY,,1,674,687.36,PUT,697,1244,0,0,0.0
SPY,,1,675,687.36,CALL,81,2526,0,0,0.0
SPY,,1,675,687.36,PUT,716,2015,0,0,0.0
SPY,,1,676,687.36,CALL,5,534,0,0,0.0
SPY,,1,676,687.36,PUT,1708,1223,0,0,0.0
SPY,,1,677,687.36,CALL,61,621,0,0,0.0
SPY,,1,677,687.36,PUT,1265,11471,0,0,0.0
SPY,,1,678,687.36,CALL,70,420,0,0,0.0
SPY,,1,678,687.36,PUT,1732,1676,0,0,0.0
SPY,,1,679,687.36,CALL,136,1927,0,0,0.0
SPY,,1,679,687.36,PUT,2189,12927,0,0,0.0
SPY,,1,680,687.36,CALL,710,2603,0,0,0.0
SPY,,1,680,687.36,PUT,8325,4265,0,0,0.0
SPY,,1,681,687.36,CALL,302,1358,0,0,0.0
SPY,,1,681,687.36,PUT,35418,2587,0,0,0.0
SPY,,1,682,687.36,CALL,721,429,0,0,0.0
SPY,,1,682,687.36,PUT,41180,6150,0,0,0.0
SPY,,1,683,687.36,CALL,3372,1708,0,0,0.0
SPY,,1,683,687.36,PUT,48738,2863,0,0,0.0
SPY,,1,684,687.36,CALL,3407,1557,0,0,0.0
SPY,,1,684,687.36,PUT,68406,5268,0,0,0.0
SPY,,1,685,687.36,CALL,10195,4768,0,0,0.0
SPY,,1,685,687.36,PUT,163912,10693,0,0,0.0
SPY,,1,686,687.36,CALL,25746,4292,0,0,0.0
SPY,,1,686,687.36,PUT,222683,7565,0,0,0.0
SPY,,1,687,687.36,CALL,146119,3607,0,0,0.0
SPY,,1,687,687.36,PUT,346465,7179,0,0,0.0
SPY,,1,688,687.36,CALL,357976,5654,0,0,0.0
SPY,,1,688,687.36,PUT,210967,7715,0,0,0.0
SPY,,1,689,687.36,CALL,263421,4183,0,0,0.0
SPY,,1,689,687.36,PUT,75545,15077,0,0,0.0
SPY,,1,690,687.36,CALL,212944,16519,0,0,0.0
SPY,,1,690,687.36,PUT,27451,16384,0,0,0.0
SPY,,1,691,687.36,CALL,90692,17441,0,0,0.0
SPY,,1,691,687.36,PUT,7938,10283,0,0,0.0
SPY,,1,692,687.36,CALL,35488,19683,0,0,0.0
SPY,,1,692,687.36,PUT,2605,2293,0,0,0.0
SPY,,1,693,687.36,CALL,27357,19257,0,0,0.0
SPY,,1,693,687.36,PUT,1085,891,0,0,0.0
SPY,,1,694,687.36,CALL,7404,12288,0,0,0.0
SPY,,1,694,687.36,PUT,880,682,0,0,0.0
SPY,,1,695,687.36,CALL,7868,15632,0,0,0.0
SPY,,1,695,687.36,PUT,117,44,0,0,0.0
SPY,,1,696,687.36,CALL,6937,6088,0,0,0.0
SPY,,1,696,687.36,PUT,61,11,0,0,0.0
SPY,,1,697,687.36,CALL,104,2577,0,0,0.0
SPY,,1,697,687.36,PUT,150,40,0,0,0.0
SPY,,1,698,687.36,CALL,513,9571,0,0,0.0
SPY,,1,698,687.36,PUT,20,0,0,0,0.0
SPY,,1,699,687.36,CALL,33,3038,0,0,0.0
SPY,,1,699,687.36,PUT,15,3,0,0,0.0
SPY,,1,700,687.36,CALL,74,9664,0,0,0.0
SPY,,1,700,687.36,PUT,0,0,0,0,0.0
SPY,,1,701,687.36,CALL,11,1412,0,0,0.0
SPY,,1,701,687.36,PUT,0,0,0,0,0.0
SPY,,1,702,687.36,CALL,103,1237,0,0,0.0
SPY,,1,702,687.36,PUT,2,0,0,0,0.0
SPY,,1,703,687.36,CALL,14,1161,0,0,0.0
SPY,,1,703,687.36,PUT,1,0,0,0,0.0
SPY,,1,704,687.36,CALL,0,474,0,0,0.0
SPY,,1,704,687.36,PUT,2,0,0,0,0.0
SPY,,1,705,687.36,CALL,10,1687,0,0,0.0
SPY,,1,705,687.36,PUT,0,0,0,0,0.0
