symbol,exp,dte,stk,underlying_price,type,vol,oi,delta,gamma,prem
SPY,,1,669,687.0,CALL,2,16,0,0,0.0
SPY,,1,669,687.0,PUT,257,952,0,0,0.0
SPY,,1,670,687.0,CALL,21,102,0,0,0.0
SPY,,1,670,687.0,PUT,489,1909,0,0,0.0
SPY,,1,671,687.0,CALL,9,158,0,0,0.0
SPY,,1,671,687.0,PUT,967,985,0,0,0.0
SPY,,1,672,687.0,CALL,17,148,0,0,0.0
SPY,,1,672,687.0,PUT,2812,4551,0,0,0.0
SPY,,1,673,687.0,CALL,6,241,0,0,0.0
SPY,,1,673,687.0,PUT,5667,1607,0,0,0.0
SPY,,1,674,687.0,CALL,92,151,0,0,0.0
SPY,,1,674,687.0,PUT,956,1244,0,0,0.0
SPY,,1,675,687.0,CALL,84,2526,0,0,0.0
SPY,,1,675,687.0,PUT,1098,2015,0,0,0.0
SPY,,1,676,687.0,CALL,13,534,0,0,0.0
SPY,,1,676,687.0,PUT,2381,1223,0,0,0.0
SPY,,1,677,687.0,CALL,72,621,0,0,0.0
SPY,,1,677,687.0,PUT,3528,11471,0,0,0.0
SPY,,1,678,687.0,CALL,256,420,0,0,0.0
SPY,,1,678,687.0,PUT,3808,1676,0,0,0.0
SPY,,1,679,687.0,CALL,201,1927,0,0,0.0
SPY,,1,679,687.0,PUT,3396,12927,0,0,0.0
SPY,,1,680,687.0,CALL,1006,2603,0,0,0.0
SPY,,1,680,687.0,PUT,11196,4265,0,0,0.0
SPY,,1,681,687.0,CALL,595,1358,0,0,0.0
SPY,,1,681,687.0,PUT,37655,2587,0,0,0.0
SPY,,1,682,687.0,CALL,1171,429,0,0,0.0
SPY,,1,682,687.0,PUT,53757,6150,0,0,0.0
SPY,,1,683,687.0,CALL,6458,1708,0,0,0.0
SPY,,1,683,687.0,PUT,65472,2863,0,0,0.0
SPY,,1,684,687.0,CALL,10333,1557,0,0,0.0
SPY,,1,684,687.0,PUT,110660,5268,0,0,0.0
SPY,,1,685,687.0,CALL,27647,4768,0,0,0.0
SPY,,1,685,687.0,PUT,272072,10693,0,0,0.0
SPY,,1,686,687.0,CALL,114695,4292,0,0,0.0
SPY,,1,686,687.0,PUT,457406,7565,0,0,0.0
SPY,,1,687,687.0,CALL,389332,3607,0,0,0.0
SPY,,1,687,687.0,PUT,593495,7179,0,0,0.0
SPY,,1,688,687.0,CALL,626624,5654,0,0,0.0
SPY,,1,688,687.0,PUT,291318,7715,0,0,0.0
SPY,,1,689,687.0,CALL,386265,4183,0,0,0.0
SPY,,1,689,687.0,PUT,101388,15077,0,0,0.0
SPY,,1,690,687.0,CALL,255775,16519,0,0,0.0
SPY,,1,690,687.0,PUT,33616,16384,0,0,0.0
SPY,,1,691,687.0,CALL,101224,17441,0,0,0.0
SPY,,1,691,687.0,PUT,9942,10283,0,0,0.0
SPY,,1,692,687.0,CALL,40758,19683,0,0,0.0
SPY,,1,692,687.0,PUT,3517,2293,0,0,0.0
SPY,,1,693,687.0,CALL,32166,19257,0,0,0.0
SPY,,1,693,687.0,PUT,1323,891,0,0,0.0
SPY,,1,694,687.0,CALL,10464,12288,0,0,0.0
SPY,,1,694,687.0,PUT,1216,682,0,0,0.0
SPY,,1,695,687.0,CALL,12568,15632,0,0,0.0
SPY,,1,695,687.0,PUT,226,44,0,0,0.0
SPY,,1,696,687.0,CALL,8387,6088,0,0,0.0
SPY,,1,696,687.0,PUT,109,11,0,0,0.0
SPY,,1,697,687.0,CALL,137,2577,0,0,0.0
SPY,,1,697,687.0,PUT,162,40,0,0,0.0
SPY,,1,698,687.0,CALL,528,9571,0,0,0.0
SPY,,1,698,687.0,PUT,20,0,0,0,0.0
SPY,,1,699,687.0,CALL,46,3038,0,0,0.0
SPY,,1,699,687.0,PUT,25,3,0,0,0.0
SPY,,1,700,687.0,CALL,110,9664,0,0,0.0
SPY,,1,700,687.0,PUT,0,0,0,0,0.0
SPY,,1,701,687.0,CALL,17,1412,0,0,0.0
SPY,,1,701,687.0,PUT,0,0,0,0,0.0
SPY,,1,702,687.0,CALL,118,1237,0,0,0.0
SPY,,1,702,687.0,PUT,2,0,0,0,0.0
SPY,,1,703,687.0,CALL,29,1161,0,0,0.0
SPY,,1,703,687.0,PUT,2,0,0,0,0.0
SPY,,1,704,687.0,CALL,0,474,0,0,0.0
SPY,,1,704,687.0,PUT,2,0,0,0,0.0
SPY,,1,705,687.0,CALL,10,1687,0,0,0.0
SPY,,1,705,687.0,PUT,0,0,0,0,0.0
SPY,,1,706,687.0,CALL,0,38,0,0,0.0
SPY,,1,706,687.0,PUT,0,0,0,0,0.0
SPY,,1,707,687.0,CALL,54,65,0,0,0.0
SPY,,1,707,687.0,PUT,250,0,0,0,0.0
SPY,,1,708,687.0,CALL,0,264,0,0,0.0
SPY,,1,708,687.0,PUT,0,0,0,0,0.0
SPY,,1,709,687.0,CALL,1,721,0,0,0.0
SPY,,1,709,687.0,PUT,0,0,0,0,0.0
SPY,,1,710,687.0,CALL,25,838,0,0,0.0
SPY,,1,710,687.0,PUT,0,0,0,0,0.0
SPY,,1,711,687.0,CALL,3,679,0,0,0.0
SPY,,1,711,687.0,PUT,0,0,0,0,0.0
SPY,,1,712,687.0,CALL,65,546,0,0,0.0
SPY,,1,712,687.0,PUT,6,0,0,0,0.0
SPY,,1,713,687.0,CALL,0,798,0,0,0.0
SPY,,1,713,687.0,PUT,6,0,0,0,0.0
SPY,,1,714,687.0,CALL,0,1220,0,0,0.0
SPY,,1,714,687.0,PUT,5,0,0,0,0.0
SPY,,1,715,687.0,CALL,0,4439,0,0,0.0
SPY,,1,715,687.0,PUT,7,0,0,0,0.0
SPY,,1,720,687.0,CALL,6,6795,0,0,0.0
SPY,,1,720,687.0,PUT,0,0,0,0,0.0
SPY,,1,725,687.0,CALL,0,6997,0,0,0.0
SPY,,1,725,687.0,PUT,0,0,0,0,0.0
SPY,,1,730,687.0,CALL,0,536,0,0,0.0
SPY,,1,730,687.0,PUT,0,0,0,0,0.0
SPY,,1,735,687.0,CALL,0,8665,0,0,0.0
SPY,,1,735,687.0,PUT,0,0,0,0,0.0
SPY,,1,740,687.0,CALL,1,418,0,0,0.0
SPY,,1,740,687.0,PUT,0,0,0,0,0.0
SPY,,1,745,687.0,CALL,0,35,0,0,0.0
SPY,,1,745,687.0,PUT,0,0,0,0,0.0
SPY,,1,750,687.0,CALL,0,15,0,0,0.0
SPY,,1,750,687.0,PUT,0,0,0,0,0.0
SPY,,1,755,687.0,CALL,0,0,0,0,0.0
SPY,,1,755,687.0,PUT,0,0,0,0,0.0
SPY,,1,760,687.0,CALL,0,0,0,0,0.0
SPY,,1,760,687.0,PUT,0,0,0,0,0.0
SPY,,1,765,687.0,CALL,0,0,0,0,0.0
SPY,,1,765,687.0,PUT,0,0,0,0,0.0
SPY,,1,770,687.0,CALL,0,0,0,0,0.0
SPY,,1,770,687.0,PUT,0,0,0,0,0.0
SPY,,1,775,687.0,CALL,0,0,0,0,0.0
SPY,,1,775,687.0,PUT,0,0,0,0,0.0
SPY,,1,780,687.0,CALL,0,0,0,0,0.0
SPY,,1,780,687.0,PUT,0,0,0,0,0.0
SPY,,1,785,687.0,CALL,0,0,0,0,0.0
SPY,,1,785,687.0,PUT,0,0,0,0,0.0
SPY,,1,790,687.0,CALL,0,0,0,0,0.0
SPY,,1,790,687.0,PUT,0,0,0,0,0.0
SPY,,1,795,687.0,CALL,0,0,0,0,0.0
SPY,,1,795,687.0,PUT,0,0,0,0,0.0
SPY,,1,800,687.0,CALL,0,7,0,0,0.0
SPY,,1,800,687.0,PUT,1,0,0,0,0.0
SPY,,1,805,687.0,CALL,0,5,0,0,0.0
SPY,,1,805,687.0,PUT,0,0,0,0,0.0
SPY,,1,810,687.0,CALL,0,0,0,0,0.0
SPY,,1,810,687.0,PUT,0,0,0,0,0.0
SPY,,1,815,687.0,CALL,0,0,0,0,0.0
SPY,,1,815,687.0,PUT,0,0,0,0,0.0
SPY,,1,820,687.0,CALL,0,0,0,0,0.0
SPY,,1,820,687.0,PUT,0,0,0,0,0.0
SPY,,1,825,687.0,CALL,0,3708,0,0,0.0
SPY,,1,825,687.0,PUT,0,0,0,0,0.0
SPY,,1,830,687.0,CALL,0,186,0,0,0.0
SPY,,1,830,687.0,PUT,0,0,0,0,0.0
SPY,,1,835,687.0,CALL,0,0,0,0,0.0
SPY,,1,835,687.0,PUT,0,0,0,0,0.0
SPY,,1,840,687.0,CALL,0,0,0,0,0.0
SPY,,1,840,687.0,PUT,0,0,0,0,0.0
SPY,,1,845,687.0,CALL,0,0,0,0,0.0
SPY,,1,845,687.0,PUT,0,0,0,0,0.0
SPY,,1,850,687.0,CALL,0,0,0,0,0.0
SPY,,1,850,687.0,PUT,0,0,0,0,0.0
SPY,,1,855,687.0,CALL,0,0,0,0,0.0
SPY,,1,855,687.0,PUT,0,0,0,0,0.0
SPY,,1,860,687.0,CALL,0,131,0,0,0.0
SPY,,1,860,687.0,PUT,0,0,0,0,0.0
SPY,,1,865,687.0,CALL,0,131,0,0,0.0
SPY,,1,865,687.0,PUT,0,0,0,0,0.0
SPY,,1,870,687.0,CALL,0,0,0,0,0.0
SPY,,1,870,687.0,PUT,0,0,0,0,0.0
SPY,,1,875,687.0,CALL,0,0,0,0,0.0
SPY,,1,875,687.0,PUT,0,0,0,0,0.0
SPY,,1,880,687.0,CALL,0,0,0,0,0.0
SPY,,1,880,687.0,PUT,0,0,0,0,0.0
SPY,,1,885,687.0,CALL,0,0,0,0,0.0
SPY,,1,885,687.0,PUT,0,0,0,0,0.0
SPY,,1,890,687.0,CALL,0,0,0,0,0.0
SPY,,1,890,687.0,PUT,0,0,0,0,0.0
SPY,,1,895,687.0,CALL,0,30138,0,0,0.0
SPY,,1,895,687.0,PUT,0,0,0,0,0.0
SPY,,1,900,687.0,CALL,0,75,0,0,0.0
SPY,,1,900,687.0,PUT,0,0,0,0,0.0
SPY,,1,905,687.0,CALL,0,0,0,0,0.0
SPY,,1,905,687.0,PUT,0,0,0,0,0.0
SPY,,1,910,687.0,CALL,0,0,0,0,0.0
SPY,,1,910,687.0,PUT,0,0,0,0,0.0
SPY,,1,915,687.0,CALL,0,0,0,0,0.0
SPY,,1,915,687.0,PUT,0,0,0,0,0.0
SPY,,1,920,687.0,CALL,0,0,0,0,0.0
SPY,,1,920,687.0,PUT,0,0,0,0,0.0
SPY,,1,925,687.0,CALL,0,0,0,0,0.0
SPY,,1,925,687.0,PUT,0,0,0,0,0.0
SPY,,1,930,687.0,CALL,0,0,0,0,0.0
SPY,,1,930,687.0,PUT,0,0,0,0,0.0
SPY,,1,935,687.0,CALL,0,0,0,0,0.0
SPY,,1,935,687.0,PUT,0,0,0,0,0.0
SPY,,1,940,687.0,CALL,0,0,0,0,0.0
SPY,,1,940,687.0,PUT,0,0,0,0,0.0
SPY,,1,945,687.0,CALL,0,0,0,0,0.0
SPY,,1,945,687.0,PUT,0,0,0,0,0.0
SPY,,1,950,687.0,CALL,0,0,0,0,0.0
SPY,,1,950,687.0,PUT,0,0,0,0,0.0
SPY,,2,500,687.0,CALL,35,6,0,0,0.0
SPY,,2,500,687.0,PUT,0,108,0,0,0.0
SPY,,2,505,687.0,CALL,0,0,0,0,0.0
SPY,,2,505,687.0,PUT,0,171,0,0,0.0
SPY,,2,510,687.0,CALL,0,7,0,0,0.0
SPY,,2,510,687.0,PUT,0,127,0,0,0.0
SPY,,2,515,687.0,CALL,0,0,0,0,0.0
SPY,,2,515,687.0,PUT,0,20,0,0,0.0
SPY,,2,520,687.0,CALL,0,5,0,0,0.0
SPY,,2,520,687.0,PUT,0,294,0,0,0.0
SPY,,2,525,687.0,CALL,0,0,0,0,0.0
SPY,,2,525,687.0,PUT,0,271,0,0,0.0
SPY,,2,530,687.0,CALL,0,0,0,0,0.0
SPY,,2,530,687.0,PUT,0,23,0,0,0.0
SPY,,2,535,687.0,CALL,0,0,0,0,0.0
SPY,,2,535,687.0,PUT,0,96,0,0,0.0
SPY,,2,540,687.0,CALL,0,0,0,0,0.0
SPY,,2,540,687.0,PUT,0,606,0,0,0.0
SPY,,2,545,687.0,CALL,0,0,0,0,0.0
SPY,,2,545,687.0,PUT,0,41,0,0,0.0
SPY,,2,550,687.0,CALL,0,0,0,0,0.0
SPY,,2,550,687.0,PUT,0,300,0,0,0.0
SPY,,2,555,687.0,CALL,0,0,0,0,0.0
SPY,,2,555,687.0,PUT,0,78,0,0,0.0
SPY,,2,560,687.0,CALL,0,0,0,0,0.0
SPY,,2,560,687.0,PUT,0,464,0,0,0.0
SPY,,2,565,687.0,CALL,0,0,0,0,0.0
SPY,,2,565,687.0,PUT,0,719,0,0,0.0
SPY,,2,570,687.0,CALL,0,0,0,0,0.0
SPY,,2,570,687.0,PUT,0,954,0,0,0.0
SPY,,2,575,687.0,CALL,0,0,0,0,0.0
SPY,,2,575,687.0,PUT,0,310,0,0,0.0
SPY,,2,580,687.0,CALL,0,0,0,0,0.0
SPY,,2,580,687.0,PUT,0,194,0,0,0.0
SPY,,2,585,687.0,CALL,0,0,0,0,0.0
SPY,,2,585,687.0,PUT,0,605,0,0,0.0
SPY,,2,590,687.0,CALL,0,0,0,0,0.0
SPY,,2,590,687.0,PUT,0,672,0,0,0.0
SPY,,2,595,687.0,CALL,1,1,0,0,0.0
SPY,,2,595,687.0,PUT,0,671,0,0,0.0
SPY,,2,600,687.0,CALL,0,15,0,0,0.0
SPY,,2,600,687.0,PUT,10,615,0,0,0.0
SPY,,2,605,687.0,CALL,4,8,0,0,0.0
SPY,,2,605,687.0,PUT,15,946,0,0,0.0
SPY,,2,610,687.0,CALL,9,0,0,0,0.0
SPY,,2,610,687.0,PUT,64,179,0,0,0.0
SPY,,2,615,687.0,CALL,4,1,0,0,0.0
SPY,,2,615,687.0,PUT,767,229,0,0,0.0
SPY,,2,620,687.0,CALL,0,0,0,0,0.0
SPY,,2,620,687.0,PUT,623,2536,0,0,0.0
SPY,,2,625,687.0,CALL,0,0,0,0,0.0
SPY,,2,625,687.0,PUT,253,500,0,0,0.0
SPY,,2,630,687.0,CALL,110,0,0,0,0.0
SPY,,2,630,687.0,PUT,2,167,0,0,0.0
SPY,,2,635,687.0,CALL,0,0,0,0,0.0
SPY,,2,635,687.0,PUT,119,1551,0,0,0.0
SPY,,2,640,687.0,CALL,10,7,0,0,0.0
SPY,,2,640,687.0,PUT,956,2459,0,0,0.0
SPY,,2,645,687.0,CALL,0,0,0,0,0.0
SPY,,2,645,687.0,PUT,11,2698,0,0,0.0
SPY,,2,650,687.0,CALL,22,3,0,0,0.0
SPY,,2,650,687.0,PUT,116,1610,0,0,0.0
SPY,,2,651,687.0,CALL,4,2,0,0,0.0
SPY,,2,651,687.0,PUT,112,1298,0,0,0.0
SPY,,2,652,687.0,CALL,1,15,0,0,0.0
SPY,,2,652,687.0,PUT,161,49,0,0,0.0
SPY,,2,653,687.0,CALL,0,0,0,0,0.0
SPY,,2,653,687.0,PUT,242,156,0,0,0.0
SPY,,2,654,687.0,CALL,1,0,0,0,0.0
SPY,,2,654,687.0,PUT,451,145,0,0,0.0
SPY,,2,655,687.0,CALL,4,11,0,0,0.0
SPY,,2,655,687.0,PUT,413,412,0,0,0.0
SPY,,2,656,687.0,CALL,0,144,0,0,0.0
SPY,,2,656,687.0,PUT,623,533,0,0,0.0
SPY,,2,657,687.0,CALL,0,72,0,0,0.0
SPY,,2,657,687.0,PUT,131,208,0,0,0.0
SPY,,2,658,687.0,CALL,0,3,0,0,0.0
SPY,,2,658,687.0,PUT,32,928,0,0,0.0
SPY,,2,659,687.0,CALL,0,0,0,0,0.0
SPY,,2,659,687.0,PUT,83,187,0,0,0.0
SPY,,2,660,687.0,CALL,11,370,0,0,0.0
SPY,,2,660,687.0,PUT,118,727,0,0,0.0
SPY,,2,661,687.0,CALL,0,7,0,0,0.0
SPY,,2,661,687.0,PUT,69,185,0,0,0.0
SPY,,2,662,687.0,CALL,0,33,0,0,0.0
SPY,,2,662,687.0,PUT,507,501,0,0,0.0
SPY,,2,663,687.0,CALL,7,18,0,0,0.0
SPY,,2,663,687.0,PUT,296,575,0,0,0.0
SPY,,2,664,687.0,CALL,0,6,0,0,0.0
SPY,,2,664,687.0,PUT,374,617,0,0,0.0
SPY,,2,665,687.0,CALL,3,24,0,0,0.0
SPY,,2,665,687.0,PUT,297,8528,0,0,0.0
SPY,,2,666,687.0,CALL,0,3,0,0,0.0
SPY,,2,666,687.0,PUT,68,384,0,0,0.0
SPY,,2,667,687.0,CALL,3,105,0,0,0.0
SPY,,2,667,687.0,PUT,56,227,0,0,0.0
SPY,,2,668,687.0,CALL,0,12,0,0,0.0
SPY,,2,668,687.0,PUT,134,465,0,0,0.0
SPY,,2,669,687.0,CALL,0,2,0,0,0.0
SPY,,2,669,687.0,PUT,254,468,0,0,0.0
SPY,,2,670,687.0,CALL,285,1194,0,0,0.0
SPY,,2,670,687.0,PUT,535,920,0,0,0.0
SPY,,2,671,687.0,CALL,0,5,0,0,0.0
SPY,,2,671,687.0,PUT,345,540,0,0,0.0
SPY,,2,672,687.0,CALL,19,276,0,0,0.0
SPY,,2,672,687.0,PUT,651,785,0,0,0.0
SPY,,2,673,687.0,CALL,20,85,0,0,0.0
SPY,,2,673,687.0,PUT,564,1685,0,0,0.0
SPY,,2,674,687.0,CALL,6,23,0,0,0.0
SPY,,2,674,687.0,PUT,688,794,0,0,0.0
SPY,,2,675,687.0,CALL,94,813,0,0,0.0
SPY,,2,675,687.0,PUT,1497,1223,0,0,0.0
SPY,,2,676,687.0,CALL,22,421,0,0,0.0
SPY,,2,676,687.0,PUT,1192,1059,0,0,0.0
SPY,,2,677,687.0,CALL,249,340,0,0,0.0
SPY,,2,677,687.0,PUT,1488,1245,0,0,0.0
SPY,,2,678,687.0,CALL,50,298,0,0,0.0
SPY,,2,678,687.0,PUT,1132,1561,0,0,0.0
SPY,,2,679,687.0,CALL,104,443,0,0,0.0
SPY,,2,679,687.0,PUT,5376,2462,0,0,0.0
SPY,,2,680,687.0,CALL,391,1105,0,0,0.0
SPY,,2,680,687.0,PUT,17513,4845,0,0,0.0
SPY,,2,681,687.0,CALL,79,353,0,0,0.0
SPY,,2,681,687.0,PUT,12232,1218,0,0,0.0
SPY,,2,682,687.0,CALL,409,713,0,0,0.0
SPY,,2,682,687.0,PUT,7374,2700,0,0,0.0
SPY,,2,683,687.0,CALL,687,606,0,0,0.0
SPY,,2,683,687.0,PUT,7383,2498,0,0,0.0
SPY,,2,684,687.0,CALL,1725,900,0,0,0.0
SPY,,2,684,687.0,PUT,12214,2175,0,0,0.0
SPY,,2,685,687.0,CALL,6582,2482,0,0,0.0
SPY,,2,685,687.0,PUT,26935,5920,0,0,0.0
SPY,,2,686,687.0,CALL,17933,1696,0,0,0.0
SPY,,2,686,687.0,PUT,42978,2469,0,0,0.0
SPY,,2,687,687.0,CALL,53935,1667,0,0,0.0
SPY,,2,687,687.0,PUT,74430,3190,0,0,0.0
SPY,,2,688,687.0,CALL,78310,3375,0,0,0.0
SPY,,2,688,687.0,PUT,67402,33372,0,0,0.0
SPY,,2,689,687.0,CALL,48108,2807,0,0,0.0
SPY,,2,689,687.0,PUT,42651,33657,0,0,0.0
SPY,,2,690,687.0,CALL,33459,5306,0,0,0.0
SPY,,2,690,687.0,PUT,7838,4355,0,0,0.0
SPY,,2,691,687.0,CALL,15497,5389,0,0,0.0
SPY,,2,691,687.0,PUT,3627,4627,0,0,0.0
SPY,,2,692,687.0,CALL,15519,7350,0,0,0.0
SPY,,2,692,687.0,PUT,1331,539,0,0,0.0
SPY,,2,693,687.0,CALL,12434,2862,0,0,0.0
SPY,,2,693,687.0,PUT,204,201,0,0,0.0
SPY,,2,694,687.0,CALL,6061,4060,0,0,0.0
SPY,,2,694,687.0,PUT,113,273,0,0,0.0
SPY,,2,695,687.0,CALL,7350,8924,0,0,0.0
SPY,,2,695,687.0,PUT,122,157,0,0,0.0
SPY,,2,696,687.0,CALL,2593,3647,0,0,0.0
SPY,,2,696,687.0,PUT,32,37,0,0,0.0
SPY,,2,697,687.0,CALL,2789,5311,0,0,0.0
SPY,,2,697,687.0,PUT,661,16,0,0,0.0
SPY,,2,698,687.0,CALL,1797,2649,0,0,0.0
SPY,,2,698,687.0,PUT,26,16,0,0,0.0
SPY,,2,699,687.0,CALL,1929,5100,0,0,0.0
SPY,,2,699,687.0,PUT,9,10,0,0,0.0
SPY,,2,700,687.0,CALL,3597,5699,0,0,0.0
SPY,,2,700,687.0,PUT,2,1,0,0,0.0
SPY,,2,701,687.0,CALL,239,1340,0,0,0.0
SPY,,2,701,687.0,PUT,5,0,0,0,0.0
SPY,,2,702,687.0,CALL,338,421,0,0,0.0
SPY,,2,702,687.0,PUT,1,0,0,0,0.0
SPY,,2,703,687.0,CALL,17,247,0,0,0.0
SPY,,2,703,687.0,PUT,0,0,0,0,0.0
SPY,,2,704,687.0,CALL,76,1474,0,0,0.0
SPY,,2,704,687.0,PUT,0,0,0,0,0.0
SPY,,2,705,687.0,CALL,12,1418,0,0,0.0
SPY,,2,705,687.0,PUT,1,3,0,0,0.0
SPY,,2,706,687.0,CALL,3,828,0,0,0.0
SPY,,2,706,687.0,PUT,0,0,0,0,0.0
SPY,,2,707,687.0,CALL,131,414,0,0,0.0
SPY,,2,707,687.0,PUT,0,0,0,0,0.0
SPY,,2,708,687.0,CALL,0,329,0,0,0.0
SPY,,2,708,687.0,PUT,0,0,0,0,0.0
SPY,,2,709,687.0,CALL,0,187,0,0,0.0
SPY,,2,709,687.0,PUT,0,0,0,0,0.0
SPY,,2,710,687.0,CALL,26,56,0,0,0.0
SPY,,2,710,687.0,PUT,0,0,0,0,0.0
SPY,,2,711,687.0,CALL,259,51,0,0,0.0
SPY,,2,711,687.0,PUT,0,0,0,0,0.0
SPY,,2,712,687.0,CALL,385,37,0,0,0.0
SPY,,2,712,687.0,PUT,0,0,0,0,0.0
SPY,,2,713,687.0,CALL,510,3,0,0,0.0
