symbol,exp,dte,stk,underlying_price,type,vol,oi,delta,gamma,prem
SPY,,1,500,687.55,CALL,35,35,0,0,0.0
SPY,,1,500,687.55,PUT,0,108,0,0,0.0
SPY,,1,505,687.55,CALL,0,0,0,0,0.0
SPY,,1,505,687.55,PUT,0,171,0,0,0.0
SPY,,1,510,687.55,CALL,0,7,0,0,0.0
SPY,,1,510,687.55,PUT,0,127,0,0,0.0
SPY,,1,515,687.55,CALL,0,0,0,0,0.0
SPY,,1,515,687.55,PUT,0,20,0,0,0.0
SPY,,1,520,687.55,CALL,0,5,0,0,0.0
SPY,,1,520,687.55,PUT,0,294,0,0,0.0
SPY,,1,525,687.55,CALL,0,0,0,0,0.0
SPY,,1,525,687.55,PUT,0,271,0,0,0.0
SPY,,1,530,687.55,CALL,0,0,0,0,0.0
SPY,,1,530,687.55,PUT,0,23,0,0,0.0
SPY,,1,535,687.55,CALL,0,0,0,0,0.0
SPY,,1,535,687.55,PUT,0,96,0,0,0.0
SPY,,1,540,687.55,CALL,0,0,0,0,0.0
SPY,,1,540,687.55,PUT,0,606,0,0,0.0
SPY,,1,545,687.55,CALL,0,0,0,0,0.0
SPY,,1,545,687.55,PUT,0,43,0,0,0.0
SPY,,1,550,687.55,CALL,0,0,0,0,0.0
SPY,,1,550,687.55,PUT,0,300,0,0,0.0
SPY,,1,555,687.55,CALL,1,1,0,0,0.0
SPY,,1,555,687.55,PUT,0,78,0,0,0.0
SPY,,1,560,687.55,CALL,1,1,0,0,0.0
SPY,,1,560,687.55,PUT,0,464,0,0,0.0
SPY,,1,565,687.55,CALL,0,0,0,0,0.0
SPY,,1,565,687.55,PUT,0,719,0,0,0.0
SPY,,1,570,687.55,CALL,0,0,0,0,0.0
SPY,,1,570,687.55,PUT,0,954,0,0,0.0
SPY,,1,575,687.55,CALL,0,0,0,0,0.0
SPY,,1,575,687.55,PUT,0,310,0,0,0.0
SPY,,1,580,687.55,CALL,0,0,0,0,0.0
SPY,,1,580,687.55,PUT,0,194,0,0,0.0
SPY,,1,585,687.55,CALL,0,0,0,0,0.0
SPY,,1,585,687.55,PUT,0,605,0,0,0.0
SPY,,1,590,687.55,CALL,0,0,0,0,0.0
SPY,,1,590,687.55,PUT,0,672,0,0,0.0
SPY,,1,595,687.55,CALL,0,1,0,0,0.0
SPY,,1,595,687.55,PUT,0,671,0,0,0.0
SPY,,1,600,687.55,CALL,22,15,0,0,0.0
SPY,,1,600,687.55,PUT,1,615,0,0,0.0
SPY,,1,605,687.55,CALL,0,5,0,0,0.0
SPY,,1,605,687.55,PUT,0,960,0,0,0.0
SPY,,1,610,687.55,CALL,0,2,0,0,0.0
SPY,,1,610,687.55,PUT,0,247,0,0,0.0
SPY,,1,615,687.55,CALL,40,1,0,0,0.0
SPY,,1,615,687.55,PUT,1,964,0,0,0.0
SPY,,1,620,687.55,CALL,8,0,0,0,0.0
SPY,,1,620,687.55,PUT,2,2922,0,0,0.0
