symbol,exp,dte,stk,underlying_price,type,vol,oi,delta,gamma,vega,theta,prem
SPY,2026-01-05,1,500,683.17,CALL,0,0,0.9999994512698294,4.9703425993286394e-12,0.00200000012370155,-0.0,0.0
SPY,2026-01-05,1,500,683.17,PUT,0,106,-5.48730170635281e-07,4.9703425993286394e-12,0.00200000012370155,0.0,0.0
SPY,2026-01-05,1,505,683.17,CALL,0,0,0.9999994512698034,-3.054676953446476e-11,0.0020000014259219843,-0.0,0.0
SPY,2026-01-05,1,505,683.17,PUT,0,0,-5.487301966144997e-07,-3.054676953446476e-11,0.0020000014259219843,0.0,0.0
SPY,2026-01-05,1,510,683.17,CALL,0,0,0.9999994512697904,-7.142826074197465e-12,0.002000000063195344,-0.0,0.0
SPY,2026-01-05,1,510,683.17,PUT,0,0,-5.487302096041091e-07,-7.142826074197465e-12,0.002000000063195344,0.0,0.0
SPY,2026-01-05,1,515,683.17,CALL,0,0,0.99999945126986,-1.5413620581786835e-11,0.002,-0.0,0.0
SPY,2026-01-05,1,515,683.17,PUT,0,20,-5.487301399931255e-07,-1.5413620581786835e-11,0.002,0.0,0.0
SPY,2026-01-05,1,520,683.17,CALL,0,0,0.9999994512698639,-6.9881737356839195e-12,0.002000000126390688,-0.0,0.0
SPY,2026-01-05,1,520,683.17,PUT,0,105,-5.487301361073449e-07,-6.9881737356839195e-12,0.002000000126390688,0.0,0.0
SPY,2026-01-05,1,525,683.17,CALL,0,0,0.9999994512698844,-1.5514961953319708e-11,0.0019999999368046566,-0.0,0.0
SPY,2026-01-05,1,525,683.17,PUT,0,169,-5.487301155682189e-07,-1.5514961953319708e-11,0.0019999999368046566,0.0,0.0
SPY,2026-01-05,1,530,683.17,CALL,0,0,0.999999451269818,-2.0037949470527812e-11,0.001999998980068756,-0.0,0.0
SPY,2026-01-05,1,530,683.17,PUT,0,53,-5.487301819595558e-07,-2.0037949470527812e-11,0.001999998980068756,0.0,0.0
SPY,2026-01-05,1,535,683.17,CALL,0,0,0.9999994512698657,-2.4289218337813546e-11,0.001999998980068756,-0.0,0.0
SPY,2026-01-05,1,535,683.17,PUT,0,150,-5.48730134330988e-07,-2.4289218337813546e-11,0.001999998980068756,0.0,0.0
SPY,2026-01-05,1,540,683.17,CALL,0,1,0.9999994512698582,1.087213792249632e-11,0.001999999484135067,-0.0,0.0
SPY,2026-01-05,1,540,683.17,PUT,0,180,-5.487301417694823e-07,1.087213792249632e-11,0.001999999484135067,0.0,0.0
SPY,2026-01-05,1,545,683.17,CALL,0,0,0.9999994512698352,1.5306303963370758e-11,0.001999999484135067,-0.0,0.0
SPY,2026-01-05,1,545,683.17,PUT,0,349,-5.487301647510989e-07,1.5306303963370758e-11,0.001999999484135067,0.0,0.0
SPY,2026-01-05,1,550,683.17,CALL,0,1,0.9999994512698873,1.9570343849239695e-11,0.0019999996131013,-0.0,0.0
SPY,2026-01-05,1,550,683.17,PUT,0,3395,-5.487301126816391e-07,1.9570343849239695e-11,0.0019999996131013,0.0,0.0
SPY,2026-01-05,1,555,683.17,CALL,0,0,0.9999994512698352,1.5306303963370758e-11,0.001999999355168833,-0.0,0.0
SPY,2026-01-05,1,555,683.17,PUT,0,2130,-5.487301647510989e-07,1.5306303963370758e-11,0.001999999355168833,0.0,0.0
SPY,2026-01-05,1,560,683.17,CALL,0,0,0.9999994512698163,2.4512527163386977e-12,0.001999995313158008,-0.0,0.0
SPY,2026-01-05,1,560,683.17,PUT,0,525,-5.487301837359126e-07,2.4512527163386977e-12,0.001999995313158008,0.0,0.0
SPY,2026-01-05,1,565,683.17,CALL,0,0,0.9999994512698378,-4.284762390331374e-12,0.0019999952806104945,-0.0,0.0
SPY,2026-01-05,1,565,683.17,PUT,0,0,-5.48730162197586e-07,-4.284762390331374e-12,0.0019999952806104945,0.0,0.0
SPY,2026-01-05,1,570,683.17,CALL,0,0,0.9999994512698537,2.4512527163386977e-12,0.0019999952806104945,-0.0,0.0
SPY,2026-01-05,1,570,683.17,PUT,0,2,-5.487301463213967e-07,2.4512527163386977e-12,0.0019999952806104945,0.0,0.0
SPY,2026-01-05,1,575,683.17,CALL,0,0,0.9999994512698084,-1.393985097008276e-12,0.001999999114995154,-0.0,0.0
SPY,2026-01-05,1,575,683.17,PUT,0,3,-5.487301916184961e-07,-1.393985097008276e-12,0.001999999114995154,0.0,0.0
SPY,2026-01-05,1,580,683.17,CALL,0,0,0.9999994512698497,5.385871319357114e-12,0.0019999990166612823,-0.0,0.0
SPY,2026-01-05,1,580,683.17,PUT,0,1177,-5.487301503181996e-07,5.385871319357114e-12,0.0019999990166612823,0.0,0.0
SPY,2026-01-05,1,585,683.17,CALL,0,0,0.999999451269836,3.096745363537159e-12,0.0019999990494392393,-0.0,0.0
SPY,2026-01-05,1,585,683.17,PUT,0,1335,-5.487301639739428e-07,3.096745363537159e-12,0.0019999990494392393,0.0,0.0
SPY,2026-01-05,1,590,683.17,CALL,0,0,0.9999994512698027,-1.3311561541440626e-11,0.002999998703887199,-0.0,0.0
SPY,2026-01-05,1,590,683.17,PUT,0,731,-5.487301972806335e-07,-1.3311561541440626e-11,0.002999998703887199,0.0,0.0
SPY,2026-01-05,1,595,683.17,CALL,0,0,0.9999994512698154,-9.921746665296972e-12,0.001999998790294719,-0.0,0.0
SPY,2026-01-05,1,595,683.17,PUT,0,507,-5.487301846240911e-07,-9.921746665296972e-12,0.001999998790294719,0.0,0.0
SPY,2026-01-05,1,600,683.17,CALL,10,0,0.9999994512698278,-8.078835060374019e-12,0.001999998905504746,-0.0,88555.0
SPY,2026-01-05,1,600,683.17,PUT,0,45,-5.487301721895932e-07,-8.078835060374019e-12,0.001999998905504746,0.0,0.0
SPY,2026-01-05,1,605,683.17,CALL,13,3,0.9999994512698259,-1.1607940262703503e-11,0.001999998991912266,-0.0,108647.49999999999
SPY,2026-01-05,1,605,683.17,PUT,1,183,-5.487301740769723e-07,-1.1607940262703503e-11,0.001999998991912266,0.0,0.5
SPY,2026-01-05,1,610,683.17,CALL,0,1,0.9999994512698398,-6.418782717847254e-12,0.001999998991912266,-0.0,0.0
SPY,2026-01-05,1,610,683.17,PUT,0,40,-5.487301601991845e-07,-6.418782717847254e-12,0.001999998991912266,0.0,0.0
SPY,2026-01-05,1,615,683.17,CALL,1,36,0.9999994512698407,-4.6193099931402365e-12,0.0019999990207147725,-0.0,7355.500000000001
SPY,2026-01-05,1,615,683.17,PUT,0,232,-5.487301593110061e-07,-4.6193099931402365e-12,0.0019999990207147725,0.0,0.0
SPY,2026-01-05,1,620,683.17,CALL,0,0,0.9999994512698259,-1.1547008940275885e-11,0.0019999991359247993,-0.0,0.0
SPY,2026-01-05,1,620,683.17,PUT,0,467,-5.487301740769723e-07,-1.1547008940275885e-11,0.0019999991359247993,0.0,0.0
SPY,2026-01-05,1,625,683.17,CALL,1,0,0.9999994512698315,-1.1616589075371587e-11,0.001999999121523546,-0.0,6358.499999999999
SPY,2026-01-05,1,625,683.17,PUT,0,1802,-5.487301685258572e-07,-1.1616589075371587e-11,0.001999999121523546,0.0,0.0
SPY,2026-01-05,1,630,683.17,CALL,48,44,0.9999994512698259,-1.1651509198913862e-11,0.0019999992223323194,-0.0,280800.0
SPY,2026-01-05,1,630,683.17,PUT,1,1436,-5.487301740769723e-07,-1.1651509198913862e-11,0.0019999992223323194,0.0,0.5
SPY,2026-01-05,1,635,683.17,CALL,28,35,0.9999994512698259,-1.1651509198913862e-11,0.00199999926553608,-0.0,149674.0
SPY,2026-01-05,1,635,683.17,PUT,2,853,-5.487301740769723e-07,-1.1651509198913862e-11,0.00199999926553608,0.0,1.0
