symbol,exp,dte,stk,underlying_price,type,vol,oi,delta,gamma,vega,theta,prem
SPY,2026-03-06,1,480.0,686.745,CALL,10,17,0.9999999999999685,-2.840331306566042e-12,0.001999996764144573,-0.0,195855.00000000003
SPY,2026-03-06,1,480.0,686.745,PUT,118,4132,-3.1530333899354446e-14,-2.840331306566042e-12,0.001999996764144573,0.0,59.0
SPY,2026-03-06,1,485.0,686.745,CALL,1,4,0.9999999999999258,-6.682388082214542e-12,0.0019999969582958988,-0.0,19085.000000000004
SPY,2026-03-06,1,485.0,686.745,PUT,0,1080,-7.416289804496046e-14,-6.682388082214542e-12,0.0019999969582958988,0.0,0.0
SPY,2026-03-06,1,490.0,686.745,CALL,0,0,0.9999999999999398,-5.417914567798454e-12,0.0019999968935787904,-0.0,0.0
SPY,2026-03-06,1,490.0,686.745,PUT,1,1207,-6.017408793468348e-14,-5.417914567798454e-12,0.0019999968935787904,0.0,0.5
SPY,2026-03-06,1,495.0,686.745,CALL,0,4,0.9999999999999681,-2.8699530920279544e-12,0.001999997023013007,-0.0,0.0
SPY,2026-03-06,1,495.0,686.745,PUT,12,1269,-3.186340080674199e-14,-2.8699530920279544e-12,0.001999997023013007,0.0,6.0
SPY,2026-03-06,1,500.0,686.745,CALL,17,27,0.9999999999999396,-5.442232683998572e-12,0.001999997023013007,-0.0,298945.0
SPY,2026-03-06,1,500.0,686.745,PUT,1,1902,-6.039613253960852e-14,-5.442232683998572e-12,0.001999997023013007,0.0,0.5
SPY,2026-03-06,1,505.0,686.745,CALL,0,4,0.9999999999999398,-5.417914567798454e-12,0.0019999970553715614,-0.0,0.0
SPY,2026-03-06,1,505.0,686.745,PUT,0,2523,-6.017408793468348e-14,-5.417914567798454e-12,0.0019999970553715614,0.0,0.0
SPY,2026-03-06,1,510.0,686.745,CALL,0,5,0.9999999999999541,-4.134426606444044e-12,0.001999997023013007,-0.0,0.0
SPY,2026-03-06,1,510.0,686.745,PUT,0,2626,-4.5852210917018965e-14,-4.134426606444044e-12,0.001999997023013007,0.0,0.0
SPY,2026-03-06,1,515.0,686.745,CALL,0,4,0.9999999999999679,-2.888967538966278e-12,0.00199999712008867,-0.0,0.0
SPY,2026-03-06,1,515.0,686.745,PUT,0,518,-3.2085445411667024e-14,-2.888967538966278e-12,0.00199999712008867,0.0,0.0
SPY,2026-03-06,1,520.0,686.745,CALL,0,15,0.9999999999999682,-2.859345753504365e-12,0.0019999972818814413,-0.0,0.0
SPY,2026-03-06,1,520.0,686.745,PUT,0,548,-3.175237850427948e-14,-2.859345753504365e-12,0.0019999972818814413,0.0,0.0
SPY,2026-03-06,1,525.0,686.745,CALL,0,3,0.9999999999999257,-6.692995420738132e-12,0.001999997217164333,-0.0,0.0
SPY,2026-03-06,1,525.0,686.745,PUT,0,1393,-7.427392034742297e-14,-6.692995420738132e-12,0.001999997217164333,0.0,0.0
SPY,2026-03-06,1,530.0,686.745,CALL,3,60,0.9999999999999679,-2.888967538966278e-12,0.001999997314239996,-0.0,43750.49999999999
SPY,2026-03-06,1,530.0,686.745,PUT,1,1200,-3.2085445411667024e-14,-2.888967538966278e-12,0.001999997314239996,0.0,0.5
SPY,2026-03-06,1,535.0,686.745,CALL,0,14,0.9999999999999539,-4.153441053382366e-12,0.001999997314239996,-0.0,0.0
SPY,2026-03-06,1,535.0,686.745,PUT,0,2334,-4.6074255521943996e-14,-4.153441053382366e-12,0.001999997314239996,0.0,0.0
SPY,2026-03-06,1,540.0,686.745,CALL,0,2,0.9999999999999685,-2.840331306566042e-12,0.001999997314239996,-0.0,0.0
SPY,2026-03-06,1,540.0,686.745,PUT,4,6141,-3.1530333899354446e-14,-2.840331306566042e-12,0.001999997314239996,0.0,2.0
SPY,2026-03-06,1,545.0,686.745,CALL,0,4,0.9999999999999398,-5.417914567798454e-12,0.001999997476032767,-0.0,0.0
SPY,2026-03-06,1,545.0,686.745,PUT,0,5301,-6.017408793468348e-14,-5.417914567798454e-12,0.001999997476032767,0.0,0.0
SPY,2026-03-06,1,550.0,686.745,CALL,0,22,0.9999999999999541,-4.133405063484401e-12,0.001999997508391321,-0.0,0.0
SPY,2026-03-06,1,550.0,686.745,PUT,0,4744,-4.5852210917018965e-14,-4.133405063484401e-12,0.001999997508391321,0.0,0.0
SPY,2026-03-06,1,555.0,686.745,CALL,0,1,0.9999999999999611,-3.4969647520689903e-12,0.001999997476032767,-0.0,0.0
